'Y'	'X'
8.14467906952	9.21517658234
6.37161207199	9.05720329285
10.5023241043	9.48265361786
6.12029743195	9.42992401123
8.79588508606	9.57078361511
5.60947179794	8.93298053741
7.54855585098	9.71333599091
4.90527486801	10.3843784332
6.30261898041	9.63533306122
3.95124363899	8.86748313904
7.30988168716	9.44902610779
7.17011976242	8.69223880768
6.65929412842	9.36106395721
5.12989854813	8.82058334351
7.47022390366	9.72302532196
4.17438745499	8.78111934662
6.59030103683	9.4571647644
6.82762908936	9.22515678406
4.17438745499	9.21559619904
8.83404541016	10.1928520203
9.10830783844	8.86230659485
5.68017244339	10.1306352615
6.5722823143	10.4611310959
7.17011976242	8.80192279816
7.47022390366	10.0674238205
4.91998100281	9.85115432739
6.25382900238	8.75693893433
5.04985618591	9.17921257019
5.56068181992	9.06894779205
6.9226436615	9.2313451767
8.18535041809	9.46549701691
4.86753463745	9.21677780151
5.12989854813	9.25346374512
4.23410654068	9.81551933289
8.04558849335	8.70471572876
8.10379695892	10.0812892914
8.03915691376	9.76875114441
7.38709020615	10.2263450623
8.08641052246	11.1819467545
7.68891334534	8.92001819611
3.78418970108	10.1884880066
9.49326133728	9.56070899963
6.25958156586	9.39966964722
10.0623273849	9.36081218719
6.06145715714	8.78599452972
2.99573230743	10.698633194
5.27299976349	9.55749988556
5.04985618591	8.414478302
6.28226661682	8.8672876358
2.70805025101	9.33738517761
6.92165803909	10.0129575729
6.40852880478	9.77825927734
5.52146100998	8.81376361847
5.96614694595	9.25243663788
6.40025758743	9.02495574951
5.78382539749	9.052277565
5.48063898087	9.76018810272
7.13966035843	8.91973590851
6.25382900238	9.00703239441
6.32256507874	9.31308746338
4.86753463745	9.30018138885
3.55534815788	9.98406219482
5.75257253647	10.1406202316
3.66356158257	9.15722084045
6.47697257996	10.2671108246
6.79009723663	9.39343357086
5.12989854813	9.02001857758
6.64248657227	9.49211883545
7.57558488846	9.56176757813
5.04985618591	7.7024307251
7.57558488846	9.27695846558
8.37907981873	10.8587694168
4.17438745499	7.19668054581
6.47697257996	9.40298652649
4.86753463745	9.33943080902
5.56068181992	10.0219726563
7.86326694489	9.2378616333
5.96614694595	10.6593523026
2.70805025101	9.29384231567
6.0306854248	9.54017448425
8.85152053833	10.0688114166
8.16337108612	10.5279588699
3.55534815788	9.07182502747
7.06475925446	8.77446746826
6.70930433273	8.99989795685
6.0306854248	9.60795783997
3.25809645653	9.30901813507
8.57922840118	9.5742225647
7.51806402206	9.92057514191
8.25192451477	9.71251773834
5.74300336838	9.54161071777
4.86753463745	7.5037560463
4.64439105988	9.48749065399
5.27299976349	8.64264678955
6.25382900238	8.98665142059
6.84161567688	9.27740192413
6.42971944809	9.57530879974
3.6888794899	9.50056648254
4.86753463745	9.70659923553
7.50659179688	9.40500068665
6.82762908936	9.36995506287
7.35244131088	9.72472286224
6.99576616287	8.09029006958
7.91205692291	8.81690692902
4.76217412949	8.68145751953
4.86753463745	8.87542819977
6.25382900238	9.16028404236
5.04985618591	9.25912475586
6.32614946365	9.23780918121
6.39359092712	10.4432106018
5.96614694595	9.01124477386
4.86753463745	9.59557056427
3.25809645653	9.33340263367
5.12989854813	8.48042201996
4.51085948944	8.07976341248
6.81344461441	7.79151105881
5.62762117386	9.09263896942
5.33753824234	9.45901107788
4.09434461594	8.03743839264
5.12989854813	8.91403198242
5.56068181992	9.01237392426
5.96614694595	11.4182224274
4.83628177643	8.23470020294
3.91202306747	10.4458789825
7.46278905869	8.99337100983
8.89151191711	9.73580741882
8.71768188477	9.62685680389
6.59030103683	9.79021835327
7.17011976242	9.34167003632
4.64439105988	9.14664745331
2.70805025101	9.45654773712
6.64248657227	9.12354660034
5.45532131195	8.66748523712
